	Host	TYPE	Lineage	FD21772173	FD21772179	FD21772189	FD21772205	FD21772244	FD21772261	FD21772298	FD21772337	FD21772351	FD21772578	FD21772697	FD21772699	FD21772702	FD21772766	FD21772802	FD21772880	FD21772908	FD21772934	FD21773059	FD21773106	FD21773116	FD21773174	FD21773221	FD21773259	FD21773309	FD21773313	FD21773369	FD21773537	FD21773589	FD21773630	FD21773653	FD21773675	FD21773737	FD21773746	FD21773783	FD21773819	FD21773832	FD21773841	FD21773846	FD21773847	FD21773965	FD21774021	FD21774042	FD21774045	FD21774113	FD21774123	FD21774318	FD21774401	FD21774408	FD21774415	FD21774498	FD21774517	FD21774522	FD21774524	FD21774545	FD21774702	FD21774708	FD21774709	FD21774719	FD21774760	FD21774779	FD21774818	FD21771986	FD21772050	FD21772081	FD21772250	FD21772292	FD21772346	FD21772347	FD21772392	FD21772426	FD21772472	FD21772506	FD21772806	FD21772808	FD21772863	FD21772902	FD21772906	FD21772910	FD21772976	FD21773016	FD21773025	FD21773044	FD21773104	FD21773140	FD21773306	FD21773308	FD21773335	FD21773336	FD21773352	FD21773450	FD21773461	FD21773511	FD21773545	FD21773644	FD21773669	FD21773744	FD21773752	FD21773775	FD21773858	FD21773873	FD21773934	FD21773988	FD21774007	FD21774037	FD21774064	FD21774070	FD21774163	FD21774168	FD21774169	FD21774233	FD21774370	FD21774444	FD21774492	FD21774523	FD21774611	FD21774623	FD21774626	FD21774642	FD21774681	FD21774695	FD21774821
NODE_59_length_3931_cov_25.952602_g57_i0	-	temperate	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105.8674037	0	0	0	0	0.158163156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.440474545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_3845_length_527_cov_12.619247_g3836_i0	genus:Amoeba	-	"superkingdom:Viruses;clade:Varidnaviria;kingdom:Bamfordvirae;phylum:Nucleocytoviricota;class:Megaviricetes;order:Imitervirales;family:Mimiviridae;subfamily:Megamimivirinae;genus:Moumouvirus"	0	3.314563599	0	0	8.058663525	0	0	0	0	0	0	0	0	0	0.547048271	0	0	0	0	0	0	0	0	0	0	17.70335055	0	0	0	0	0	0	0	0	0	0	78.12542992	0	0	0	0	0.462185307	0	1.281764258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_200_length_1438_cov_19.122390_g195_i0	species:Lactobacillus	temperate	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes;subfamily:Joanripponvirinae;genus:Natevirus"	0	0	0	0	3.322517481	0	0	0	0	0	0	0	0	0	7.41786803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98.80251298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_7004_length_526_cov_7.217391_g6997_i0	genus:Phoeniconaias	-	"superkingdom:Viruses;clade:Varidnaviria;kingdom:Bamfordvirae;phylum:Nucleocytoviricota;class:Pokkesviricetes;order:Chitovirales;family:Poxviridae;subfamily:Chordopoxvirinae;genus:Avipoxvirus"	0	0.474409293	0	32.78394007	0	0	0	0	0	0	0	0	0	0	46.58750433	6.543892495	0	0	0	0	0	0	0	0	0	0	0	0.22779105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.26301608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.680447515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_92_length_1006_cov_3.379310_g90_i0	species:Vermamoeba	-	"superkingdom:Viruses;clade:Varidnaviria;kingdom:Bamfordvirae;phylum:Nucleocytoviricota;class:Megaviricetes;order:Imitervirales;family:Mimiviridae;subfamily:Klosneuvirinae;genus:Fadolivirus"	0	1.984407858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.809891773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.89259518	0	0	0	0	0	0.108125524	0	0	0	0	0	0	0	0	0	0	0	0	3.625942375	0	0	1.419189471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.65084656	0.866754454	10.42933197	0	0	0	0	0	0	0	0	0	0	0	1.792054643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1079_length_2467_cov_12.246898_g1065_i0	species:Vermamoeba	-	"superkingdom:Viruses;clade:Varidnaviria;kingdom:Bamfordvirae;phylum:Nucleocytoviricota;class:Megaviricetes;order:Imitervirales;family:Mimiviridae;subfamily:Klosneuvirinae;genus:Fadolivirus"	0	12.54271249	0	1.294446131	9.253008418	0	0	0	0	0	0	0	0	0	14.25696048	0	29.67210514	0	0	0	0	0	0.251299897	0	0	1.170552769	0	0	0	0.552237527	0	0	0	0	0	0	4.089391244	0	0	0	0	29.32338147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115744192	0	0	0	0	0.036191639	0	0	0	0	0	0	0.761270947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.133978516	0	0	0	0	0	0	0	0	0	6.009476802	0	0	0	0	0.188101755	0	0	0	0	0
NODE_116_length_6227_cov_100.202493_g115_i0	species:Acanthamoeba	-	"superkingdom:Viruses;genus:Pandoravirus"	0	0.040073758	0	0.923095791	0	0	0	0	0	0	0	0	0	0	0	0.526445885	0	0	0	0	0.64899725	0	0.298678422	0	0	1.462587255	0	0.076966817	0	0	2.295687045	0	0	0.528606394	0	0	0.043787205	0	0	0	0	0.117346229	0	0.036159187	0	0	0	0	0	0	0	0	0	0	0	0	18.11448937	0	0	0	0	0	13.86598572	0	0	0	0	0	0	0	0	0	5.028797345	0	0.549729291	0	0	0	0	0	6.763277596	0	0.039778175	9.493883585	0.29601359	0.091770554	0	0	0	0	0.522505469	1.997745083	0	0	0	0.077722635	0.036513309	0.014893385	0	0	1.815703997	33.85134396	0	0	0	0	0.096504843	10.06724095	0	0	0	0	0	0	0	0	0	0	0	0.022784986	0	0
NODE_1308_length_918_cov_15.377445_g1303_i0	-	virulent	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	0	0	0	0	5.204553526	0	0	0	0	0	0	0	0	0	103.9493019	0.714200115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_6697_length_558_cov_28.294695_g6689_i0	-	-	"superkingdom:Viruses;clade:Varidnaviria;kingdom:Bamfordvirae;phylum:Nucleocytoviricota;class:Megaviricetes;order:Imitervirales;family:Mimiviridae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.468717978	0	0	1.626182305	0	0	2.944972343	0	0	0	0	0	0	0	0	0	9.247473922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60.08131549	0	5.009138346	0	0	0	0	0	0	0	0	0	0	29.06926673	0	0.435749366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_3547_length_639_cov_19.240678_g3545_i0	-	-	"superkingdom:Viruses;clade:Varidnaviria;kingdom:Bamfordvirae;phylum:Nucleocytoviricota;class:Megaviricetes;order:Imitervirales;family:Mimiviridae;subfamily:Megamimivirinae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.902330011	0	0	0	0	0	0	0	0	0	0	108.4602321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.575893974
NODE_903_length_1176_cov_30.724046_g902_i0	-	temperate	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	0	3.819478899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.793034905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93.13683748	0	12.41209961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2298_length_882_cov_12.805522_g2223_i0	genus:Staphylococcus	virulent	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes;family:Herelleviridae;subfamily:Twortvirinae;genus:Sepunavirus"	0	32.25337737	0	0	0	0	0	0	0	0	0	0	0	0	17.65067991	0.37167557	0	0	0	0	0.704919916	0	0	0	0	0	0	0	0	0	0	0.923754108	0	0	0	0	0.927424913	0	0	0	0	0	0	28.33687218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.105113655	0	1.977222178	0	0	0	0	0	0	0	24.92053572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1315_length_917_cov_13.740783_g1310_i0	-	-	"superkingdom:Viruses;clade:Varidnaviria;kingdom:Bamfordvirae;phylum:Nucleocytoviricota;class:Megaviricetes"	0	0	0	0.696488246	0	0	0	0	0	0	0	0	0	0	91.48711191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.594684677	0	0	0	0	16.46831268	0	0.982173412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_195_length_1757_cov_15.323185_g194_i0	species:Vermamoeba	-	"superkingdom:Viruses;clade:Varidnaviria;kingdom:Bamfordvirae;phylum:Nucleocytoviricota;class:Megaviricetes;order:Imitervirales;family:Mimiviridae;subfamily:Klosneuvirinae;genus:Fadolivirus"	0	1.846335085	0	0	0	0	0	0	0	0	0	0	0	0	4.430250337	0.093289087	0	0	0	0	0	1.052194871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.00907552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.841849997	0	0	0	0	0	0	0	0	0	0.845869186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.452623026	0	0	0	0	0
NODE_1056_length_779_cov_16.838356_g1051_i0	-	temperate	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.110248159	0	0	0	0	0	0	0	0	0	0	11.69131045	0	0	0	0	0	0	0	0	0	0	0.350016591	0	0	0	0	96.92838719	0	0.57808281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2781_length_735_cov_7.950437_g2775_i0	-	virulent	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	0	2.716073884	0	0	0.722264571	0	0	0	0	0	0	0	0	0	52.16756507	0	0	0	0	0	0	0	0	0	0	48.96034498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.20785759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.906479116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2630_length_685_cov_56.893082_g2544_i0	-	-	"superkingdom:Viruses;clade:Varidnaviria;kingdom:Bamfordvirae;phylum:Nucleocytoviricota;class:Megaviricetes;order:Algavirales;family:Phycodnaviridae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.361473063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.72471954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81.8311173	0	0	0	0	0	0	0	0	0	0	0	0	1.81352746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1624_length_867_cov_5.262836_g1619_i0	-	temperate	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	0	45.76326045	0	0	7.959905393	0	0	0	0	0	0	0	0	0	33.91699277	0	0	0	0	0	0	0	0	0	0	0.512421911	0	0	0	0	0.883294812	0	0	0	0	0	0	0	0	0	0	0.280936167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.06190469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.09963007	0	0	0	0	0.26761651	0	0	0	0	0
NODE_2707_length_740_cov_13.759768_g2701_i0	-	-	"superkingdom:Viruses;clade:Varidnaviria;kingdom:Bamfordvirae;phylum:Nucleocytoviricota;class:Megaviricetes;order:Imitervirales;family:Mimiviridae"	0	0.337215254	0	0	0	0	0	0	0	0	0	0	0	0	95.44883439	0	0	0	1.22622936	0	0	0	0	0	0	2.401458362	0	0.971498045	0	0	0	0	0	0	0	0	0	0	0	0	0	10.5328284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_3935_length_1054_cov_13.288557_g3892_i0	-	-	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	0	0.710263628	0	0	0	0	0	0	0	0	0	0	0	0	1.094096541	0	13.89014865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95.22960507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_56_length_1126_cov_60.335190_g55_i0	species:Cafeteria	-	"superkingdom:Viruses;clade:Varidnaviria;kingdom:Bamfordvirae;phylum:Nucleocytoviricota;class:Megaviricetes;order:Imitervirales;family:Mimiviridae;subfamily:Aliimimivirinae;genus:Rheavirus"	0	0	0	0	0	0	0	0	0	0	0	0	0	2.343384749	0	0	0	0	0	0	0	1.094556772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.210758989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.6797655	0	0	0	0	0	0	0	52.01377111	0	0	0	0	0	10.66147015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_667_length_611_cov_11.206406_g656_i0	species:Tetraselmis	-	"superkingdom:Viruses;clade:Varidnaviria;kingdom:Bamfordvirae;phylum:Nucleocytoviricota;class:Megaviricetes;order:Imitervirales;family:Allomimiviridae;genus:Oceanusvirus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111.1921044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_369_length_2098_cov_26.502684_g364_i0	species:Staphylococcus	-	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes;genus:Coventryvirus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106.017356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.754016933	0	0	0	0	1.559559147	0	0	0	0.193725136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.074014914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_667_length_541_cov_19.569106_g665_i0	species:Vermamoeba	-	"superkingdom:Viruses;clade:Varidnaviria;kingdom:Bamfordvirae;phylum:Nucleocytoviricota;class:Megaviricetes;order:Imitervirales;family:Mimiviridae;subfamily:Klosneuvirinae;genus:Fadolivirus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.423791886	0	0	0	0	0	0	0.572973054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.639010366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.146094311	14.05189464	0	0	0	0	0	0	0	0	0	13.70182927	0	0	0	0	0	0	0	0.262258981	0	74.82363666
NODE_1164_length_951_cov_9.212860_g1160_i0	species:Agrobacterium	virulent	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes;genus:Polybotosvirus"	0	2.36157055	0	0	0	0	0	0	0	0	0	0	0	0	65.17697612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.08668888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.21351044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_268_length_2539_cov_20.256225_g261_i0	-	virulent	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	0	5.602102962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.387265082	0	0	0	0	0.174978258	0	0	0	0	1.508106738	0.855718654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.571492938	0	0	0	0	0	0	0.068489177	9.678052498	0	0.305796157	0	0	0	0	0	5.357423276	0	3.431122201	0	49.82231988	0.094645899	0	2.202602347	0	0	0	0	0	0	0	19.95892435	0	0	2.919531168	0	0	0	0	0	0	0	0	0	0
NODE_95_length_6562_cov_114.667741_g94_i0	-	-	"superkingdom:Viruses;clade:Varidnaviria;kingdom:Bamfordvirae;phylum:Nucleocytoviricota;class:Megaviricetes"	0	0.418307249	0	0.19466008	0	0	0	0	0	0	0	0	0	17.08971002	0	1.548667088	4.462120291	0	0	0.466397434	11.36981467	0.219122637	0.236192032	0	0	0.203110239	0	0.14607509	0	0	3.540044232	3.973184387	0	0.334413493	0	0	0.041551802	0	0	0	0	2.004399492	0	0.034313206	0	0	0	0	0	0	0	0	0	0	0.171160097	0	14.30542534	0	0	0	0	0	21.8709063	0	0	0	0	0	0	0	0	0	1.871115457	0.151665026	0.260832391	0.536438645	0.711641016	0.503434414	0	0	0	0	0	0	0.106000622	0.66765572	0	0.283968221	0.310324544	0	0	0.735666966	2.69417247	0.531517818	0	0.848179938	1.178074492	1.201309678	0.018310419	0	2.223238153	10.95537756	0	0	0	0	0.53420573	0.760461143	0	0	0	0	0	0	0	0	0	0	0	2.356773827	0	0
NODE_1501_length_1300_cov_27.525180_g1496_i0	species:Faecalibacterium	-	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes;genus:Brigitvirus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.355522358	0	0	0	0.293053969	0	97.35067717	1.461994625	0	0	0	0	0	0	6.70124559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_6834_length_667_cov_19.330097_g6816_i0	species:Vermamoeba	-	"superkingdom:Viruses;clade:Varidnaviria;kingdom:Bamfordvirae;phylum:Nucleocytoviricota;class:Megaviricetes;order:Imitervirales;family:Mimiviridae;subfamily:Klosneuvirinae;genus:Fadolivirus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.957783466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73.33468659	29.91938025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_5378_length_609_cov_22.989286_g5371_i0	species:Tetraselmis	-	"superkingdom:Viruses;clade:Varidnaviria;kingdom:Bamfordvirae;phylum:Nucleocytoviricota;class:Megaviricetes;order:Imitervirales;family:Allomimiviridae;genus:Oceanusvirus"	0	2.048762628	0	0	0	0	0	0	0	0	14.63095845	0	0	0	0	0.269144378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.93255751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.60925807	0	7.649423091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.08182093	0
NODE_4514_length_582_cov_2.664165_g4512_i0	genus:Chlorella	-	"superkingdom:Viruses;clade:Varidnaviria;kingdom:Bamfordvirae;phylum:Nucleocytoviricota;class:Megaviricetes;order:Algavirales;family:Phycodnaviridae;genus:Chlorovirus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.923552168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.41435206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.420123257	0	0	0	0	0	0	0.140556277	0	0	0.298786978	41.89362579	0	17.07582557	0	0	0	0	0	0.599281774	0	2.910525719	0	18.96252879	0	0	1.671121279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_574_length_818_cov_59.657997_g572_i0	-	-	superkingdom:Viruses	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111.6051204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.976174739	0	0	0	0
NODE_7756_length_507_cov_19.460699_g7749_i0	species:Vermamoeba	-	"superkingdom:Viruses;clade:Varidnaviria;kingdom:Bamfordvirae;phylum:Nucleocytoviricota;class:Megaviricetes;order:Imitervirales;family:Mimiviridae;subfamily:Klosneuvirinae;genus:Fadolivirus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112.5883606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
