	Host	TYPE	Lineage	FD21772173	FD21772179	FD21772189	FD21772205	FD21772244	FD21772261	FD21772298	FD21772337	FD21772351	FD21772578	FD21772697	FD21772699	FD21772702	FD21772766	FD21772802	FD21772880	FD21772908	FD21772934	FD21773059	FD21773106	FD21773116	FD21773174	FD21773221	FD21773259	FD21773309	FD21773313	FD21773369	FD21773537	FD21773589	FD21773630	FD21773653	FD21773675	FD21773737	FD21773746	FD21773783	FD21773819	FD21773832	FD21773841	FD21773846	FD21773847	FD21773965	FD21774021	FD21774042	FD21774045	FD21774113	FD21774123	FD21774318	FD21774401	FD21774408	FD21774415	FD21774498	FD21774517	FD21774522	FD21774524	FD21774545	FD21774702	FD21774708	FD21774709	FD21774719	FD21774760	FD21774779	FD21774818	FD21771986	FD21772050	FD21772081	FD21772250	FD21772292	FD21772346	FD21772347	FD21772392	FD21772426	FD21772472	FD21772506	FD21772806	FD21772808	FD21772863	FD21772902	FD21772906	FD21772910	FD21772976	FD21773016	FD21773025	FD21773044	FD21773104	FD21773140	FD21773306	FD21773308	FD21773335	FD21773336	FD21773352	FD21773450	FD21773461	FD21773511	FD21773545	FD21773644	FD21773669	FD21773744	FD21773752	FD21773775	FD21773858	FD21773873	FD21773934	FD21773988	FD21774007	FD21774037	FD21774064	FD21774070	FD21774163	FD21774168	FD21774169	FD21774233	FD21774370	FD21774444	FD21774492	FD21774523	FD21774611	FD21774623	FD21774626	FD21774642	FD21774681	FD21774695	FD21774821
NODE_3199_length_1223_cov_631.133731_g3162_i0	species:Klebsiella	-	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes;family:Peduoviridae;genus:Dagavirus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.254186167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.155650543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.151661663	0	0	0	4.256556625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1161_length_577_cov_2.509470_g1149_i0	species:Microplitis	-	"superkingdom:Viruses;family:Polydnaviriformidae;genus:Bracoviriform"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.982368201	0	0	0	0	0	0	0	0	0	0
NODE_4517_length_949_cov_10.718889_g4470_i0	genus:Lacticaseibacillus	temperate	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes;genus:Pleetrevirus"	0	0	0	0	1.678180589	0	0	0	0	0	0	0	0	0	3.341663672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_727_length_636_cov_9.344123_g724_i0	genus:Chlorella	-	"superkingdom:Viruses;clade:Varidnaviria;kingdom:Bamfordvirae;phylum:Nucleocytoviricota;class:Megaviricetes;order:Algavirales;family:Phycodnaviridae;genus:Chlorovirus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.904791137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.518770255	0	0	0	0	0	0	0	0	0	0
NODE_2151_length_1613_cov_8.928389_g2121_i0	-	-	"superkingdom:Viruses;clade:Varidnaviria;kingdom:Bamfordvirae;phylum:Nucleocytoviricota;class:Megaviricetes;order:Imitervirales;family:Mimiviridae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.556269285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_3244_length_1214_cov_8.153648_g3206_i0	species:Lactococcus	-	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes;genus:Questintvirus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.87524197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.060797671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.663510424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_258_length_504_cov_3.197802_g257_i0	species:Butyrivibrio	temperate	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes;genus:Arawnvirus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.668874515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_6719_length_703_cov_6.266055_g6650_i0	genus:Amoeba	-	"superkingdom:Viruses;clade:Varidnaviria;kingdom:Bamfordvirae;phylum:Nucleocytoviricota;class:Megaviricetes;order:Imitervirales;family:Mimiviridae;subfamily:Megamimivirinae;genus:Moumouvirus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.410091662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.506435776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_9020_length_566_cov_4.628627_g8943_i0	species:Escherichia	-	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes;family:Peduoviridae;genus:Wadgaonvirus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.318468852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.729626314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2775_length_589_cov_2.681481_g2755_i0	-	virulent	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.094314334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1827_length_544_cov_4.016162_g1823_i0	genus:Cyclopterus	-	"superkingdom:Viruses;clade:Varidnaviria;kingdom:Bamfordvirae;phylum:Nucleocytoviricota;class:Megaviricetes;order:Pimascovirales;family:Iridoviridae;subfamily:Alphairidovirinae;genus:Ranavirus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.31573094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_7871_length_624_cov_3.892174_g7795_i0	-	-	superkingdom:Viruses	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.355715959	0	0.39184573	0	0	0	0	0	0	0.786574549	0	0	0	0	0	0	0	0	1.797989365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2697_length_1386_cov_10.201197_g2664_i0	species:Vermamoeba	-	"superkingdom:Viruses;clade:Varidnaviria;kingdom:Bamfordvirae;phylum:Nucleocytoviricota;class:Megaviricetes;order:Imitervirales;family:Mimiviridae;subfamily:Klosneuvirinae;genus:Fadolivirus"	0	1.440342211	0	0	0	0	0	0	0	0	0	0	0	0	0	0.354781226	0	0	0	0	0	0	0	0	0	0.320540979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.088207697	0	1.738970663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.602214982	1.820499533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_6166_length_673_cov_3.211538_g6131_i0	species:Cafeteria	-	"superkingdom:Viruses;clade:Varidnaviria;kingdom:Bamfordvirae;phylum:Nucleocytoviricota;class:Megaviricetes;order:Imitervirales;family:Mimiviridae;subfamily:Aliimimivirinae;genus:Rheavirus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.476719223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_3840_length_521_cov_1.404661_g3830_i0	-	temperate	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.482627292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_7487_length_640_cov_1.998308_g7469_i0	-	-	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes;order:Crassvirales;family:Steigviridae;subfamily:Asinivirinae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.551013744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_11751_length_510_cov_2.184382_g11733_i0	-	temperate	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.698494808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2000_length_706_cov_2.400304_g1988_i0	species:Streptococcus	temperate	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.439896002	6.3455655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_7122_length_545_cov_1.868952_g7114_i0	-	virulent	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes;family:Straboviridae;subfamily:Tevenvirinae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.990278157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_4089_length_541_cov_2.626016_g3996_i0	-	virulent	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes;family:Straboviridae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.532891753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.276728432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.318137859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_9389_length_550_cov_2.944112_g9311_i0	-	-	"superkingdom:Viruses;clade:Varidnaviria;kingdom:Bamfordvirae;phylum:Nucleocytoviricota;class:Megaviricetes;order:Imitervirales;family:Mimiviridae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.670332279	0	0	0	0	0	0	0	0	0	2.866543313	0	0	0	0.751193182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_9426_length_548_cov_4.647295_g9348_i0	genus:Amoeba	-	"superkingdom:Viruses;clade:Varidnaviria;kingdom:Bamfordvirae;phylum:Nucleocytoviricota;class:Megaviricetes;order:Imitervirales;family:Mimiviridae;subfamily:Megamimivirinae;genus:Moumouvirus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.365186387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_8249_length_602_cov_4.432188_g8172_i0	species:Listeria	virulent	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes;family:Herelleviridae;subfamily:Jasinkavirinae;genus:Pecentumvirus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.739175048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.80780115	0	0	0	0	0	0	0	0	0	0	4.925375173	0	0	0	0	0	0	0	0	0	0
NODE_385_length_701_cov_5.125767_g378_i0	species:Prevotella	-	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes;order:Crassvirales;family:Suoliviridae;subfamily:Oafivirinae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.686132912	0	0	0	0	0	0	0	4.862086749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_5250_length_848_cov_6.051314_g5200_i0	species:Tetraselmis	-	"superkingdom:Viruses;clade:Varidnaviria;kingdom:Bamfordvirae;phylum:Nucleocytoviricota;class:Megaviricetes;order:Imitervirales;family:Allomimiviridae;genus:Oceanusvirus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.795801744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.943993222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2505_length_1458_cov_27.722498_g2474_i0	species:Priestia	temperate	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes;genus:Pagevirus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.224840777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.175083814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.969866668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.958442535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.106504313	0	0	0	0	0	0	0	0	0	0	0	0	0	4.363927471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_5012_length_882_cov_11.324130_g4963_i0	-	-	"superkingdom:Viruses;clade:Varidnaviria;kingdom:Bamfordvirae;phylum:Nucleocytoviricota"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.232893221	0	0	0	0	0	0	0	0	3.183666901	1.231672144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.512375285	0	0	0	0	0	0	0	0	0	0	0	0	0	2.162479726	0	0	0	0	0	0	0.210297295	0.136227856	0	0.137839085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_9256_length_542_cov_3.022312_g9217_i0	-	-	"superkingdom:Viruses;clade:Varidnaviria;kingdom:Bamfordvirae;phylum:Nucleocytoviricota;class:Megaviricetes;order:Algavirales;family:Phycodnaviridae;genus:Phaeovirus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55586101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.321754605	0	0.446474952	0	6.502144045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_3545_length_1136_cov_8.517939_g3505_i0	-	-	superkingdom:Viruses	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.629771819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.234428192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_3419_length_906_cov_3.915986_g3397_i0	species:Acanthamoeba	-	"superkingdom:Viruses;clade:Varidnaviria;kingdom:Bamfordvirae;phylum:Nucleocytoviricota;class:Megaviricetes;order:Imitervirales;family:Mimiviridae;subfamily:Megamimivirinae;genus:Tupanvirus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.192484543	0	0	0	8.393786742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1634_length_884_cov_5.749701_g1569_i0	species:Vermamoeba	-	"superkingdom:Viruses;clade:Varidnaviria;kingdom:Bamfordvirae;phylum:Nucleocytoviricota;class:Megaviricetes;order:Imitervirales;family:Mimiviridae;subfamily:Klosneuvirinae;genus:Fadolivirus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.643655806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2932_length_1302_cov_6.929769_g2897_i0	-	-	superkingdom:Viruses	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.682442085	0	0	0	0	0	0.417179275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.862636371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.351808906	3.181685236	0	0	0	0	0	0	0	0.347253805	0	0	0	0	0	0	0	0	0	0	0	0	0.142459458	0.369133546	0	1.213873233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.108972434	0	0
NODE_55_length_7591_cov_20.664413_g54_i0	species:Vermamoeba	-	"superkingdom:Viruses;clade:Varidnaviria;kingdom:Bamfordvirae;phylum:Nucleocytoviricota;class:Megaviricetes;order:Imitervirales;family:Mimiviridae;subfamily:Klosneuvirinae;genus:Fadolivirus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10796267	0	0	0	0	0	0	0.040834992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.862818603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025077146	0	0.040263426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.761710978	3.918752472	0	0	0	0	0	0.986064949	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_281_length_520_cov_1.813163_g279_i0	species:Escherichia	-	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes;genus:Alegriavirus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.744937577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_6485_length_656_cov_3.453048_g6450_i0	species:Vermamoeba	-	"superkingdom:Viruses;clade:Varidnaviria;kingdom:Bamfordvirae;phylum:Nucleocytoviricota;class:Megaviricetes;order:Imitervirales;family:Mimiviridae;subfamily:Klosneuvirinae;genus:Fadolivirus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.595039599	0	0	0	7.210055588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_9696_length_535_cov_16.997942_g9618_i0	-	temperate	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.159306371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.908965032	0	0	0	0	0	0	0	0	0	0	2.771098929	0	0	0	0	0	0	0	0	0	0
