	FD21772173	FD21772179	FD21772189	FD21772205	FD21772244	FD21772261	FD21772298	FD21772337	FD21772351	FD21772578	FD21772697	FD21772699	FD21772702	FD21772766	FD21772802	FD21772880	FD21772908	FD21772934	FD21773059	FD21773106	FD21773116	FD21773174	FD21773221	FD21773259	FD21773309	FD21773313	FD21773369	FD21773537	FD21773589	FD21773630	FD21773653	FD21773675	FD21773737	FD21773746	FD21773783	FD21773819	FD21773832	FD21773841	FD21773846	FD21773847	FD21773965	FD21774021	FD21774042	FD21774045	FD21774113	FD21774123	FD21774318	FD21774401	FD21774408	FD21774415	FD21774498	FD21774517	FD21774522	FD21774524	FD21774545	FD21774702	FD21774708	FD21774709	FD21774719	FD21774760	FD21774779	FD21774818	FD21771986	FD21772050	FD21772081	FD21772250	FD21772292	FD21772346	FD21772347	FD21772392	FD21772426	FD21772472	FD21772506	FD21772806	FD21772808	FD21772863	FD21772902	FD21772906	FD21772910	FD21772976	FD21773016	FD21773025	FD21773044	FD21773104	FD21773140	FD21773306	FD21773308	FD21773335	FD21773336	FD21773352	FD21773450	FD21773461	FD21773511	FD21773545	FD21773644	FD21773669	FD21773744	FD21773752	FD21773775	FD21773858	FD21773873	FD21773934	FD21773988	FD21774007	FD21774037	FD21774064	FD21774070	FD21774163	FD21774168	FD21774169	FD21774233	FD21774370	FD21774444	FD21774492	FD21774523	FD21774611	FD21774623	FD21774626	FD21774642	FD21774681	FD21774695	FD21774821
Lactobacillus_iners	0	0	2.347599895	0	11.22166643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.467577651	0	12.62699837	4.24192192	0	0	0	0	0	0	0	0	18.74378265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.471603182	0	0	0	0	0	0	0	165.1699398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.42116741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_johnsonii	0	0	0	0	0	0	0	0	0.661572085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.48371446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_uncl	0	8.207981924	0	0	819.1324621	0	0	0	19.91590745	0	0	4.128773659	0	8.202428723	0	0	0	0	0.145726227	0	0.532775226	0	23.20396113	0	7.351018146	0.173040671	1268.092382	0.870048605	7.881401485	0	198.7245871	0	0	2.928110998	0	0	8.238976625	0.280119886	0	0	0	5.872722156	0	0	167.2351633	0	0	13.27469035	8.684818957	0	0.889035099	0	3.89803477	0	0	0	0	880.7838782	0	36729.34858	0	3.983979886	0	0.800422694	0	0	0	28.31243451	0	542.0610758	0	0	0	0	0.096575035	0	4.76260516	0	0	0	0	0	0	5.091769789	33.48763471	65.11203487	0	8593.656146	6.433767083	0	0	173.1220421	0	0	0.589816606	0	0	0	0.104646588	0	0.13966359	0.120708944	0	0	0	0	0	0	2.076330906	0	0	0	8.940757994	0	0	0	0	4.087388841	0	0	0	0
Lancefieldella_parvula	0	0.181882782	0	6.281400126	132.6587138	0	0	0	0	0	0	0	0	0	0.421640149	3.396708928	0	0	0	302.9865077	23.17981429	1.976115412	3.813257446	0	0	52.58921292	0	0	0	0	40.09994476	27.75502951	0	0	0	0	2.096245505	0	0	0	0	0.782345263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.202679611	0	0	402.6054027	0	1.41951208	0	1.861878668	6.433308853	0	0	9.321731536	0	0	0	0.546348947	0.744476706	0	0.136822625	5.983868351	0	2.842892049	17.25651828	0	0	0	11.84582629	0	3.520441429	0.123052171	0	0	0.567758504	0	0	0	0	215.2902926	0	0	0	0	0.829617563	0	0	0	0	0	0	0	202.5272218	0	0
Lancefieldella_rimae	0	19.79496454	0	0	246.9761752	0	0	0	0	0	0	0	0	29.02740003	0.203625918	66.14569003	0	0	0	441.5357889	18.67879367	8.457479022	1.543800123	0	0	50.02906338	0	0	0	0	4.756436305	137.9398835	0	0	0	0	0.506177976	0	0	0	0	0	0	0.467377805	0	0	0	0	0	0	0	0	0	0	721.5656278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.293611887	0	0.965480082	40.17385468	35.69757821	29.8459449	0	0	0	25.0111849	0.479877001	0	115.3294833	90.81280716	0	173.8760728	4.730390559	0	122.3262091	726.8321954	0	68.66312741	0	20.40529979	0	16.66224675	2.2478925	0	3.193991837	1.916436912	0	0	0	0	0.959124463	0	1.99540566	0	0	0	0	0	0	0	0	0	0	0.639323952	0	0
Legionella_pneumophila	23.84041292	0.228803268	0	13.21238163	18.39812488	0	0	15.15892189	0	14.01680367	172.7892555	0	0	208.2703641	0	1.546801698	197.3615911	3.482828515	0	1524.592978	7.833599751	18.82178332	84.56247854	99.95223483	264.9085616	0.379901435	0.787801648	0.953719682	1.90803695	1040.985504	3.733287255	3.622263608	0	23.51005871	30.33257699	0	1.648135053	4.679251213	0	0.773780733	69.21584451	10.41798431	0	0.297395365	0	0	9.871417385	0	0	50.9295016	26.2661357	0	75.30549506	0	495.1311661	0	5.551016561	8.934438443	19.89471429	0	0	63.10032806	50.82969789	3.911117048	57.47652734	0	184.8368541	0	2160.108327	1.092182502	53.75800003	51.50702092	0	498.9384381	0.494846994	1322.352964	8.197662891	0	0	40.47350766	111.7285418	42.48099866	3.896138125	2.113174179	8.79850033	0.310300881	83.68028833	2.217378026	1.950933859	0	19.95206549	96.90256237	0.399899165	0	18.18186711	60.68080713	36.91274847	0	0.711219866	93.93317336	2.339671005	1.063288736	0	0	0	117.4265192	12.64585677	213.0229227	7.749693248	0	0	60.80014629	1.944913397	8.982106354	0	17.19019624	2274.670352	0	128.0218063	14.755786	12.52261658	0.162833955
Leptospira_interrogans	5.680452047	1.704608966	0	30.48593309	35.53603647	33.83372543	45.49747284	0	34.62219691	27.04569532	129.9583238	0	0	25.04180144	0.209372797	0.460007804	359.1899319	19.89026363	1.538035677	409.6115819	6.603249037	5.343074622	37.65346006	0	298.2407816	2.099391741	21.61271626	1.076745582	10.73798369	52.41782458	29.41548255	5.929790347	0	11.00525868	0	45.71767248	2.048963045	3.244972521	41.06081562	6.635666558	204.7541729	6.185467775	115.6770809	0	54.16523508	21.02644944	4.834792716	31.00465436	0	48.98887933	128.0779609	6.941999631	91.41265784	7.037542055	134.0939289	64.98557249	1.14474104	14.87725595	0.733912463	5.733358353	17.78738676	37.32942629	23.13705941	6.543196046	1.180814283	21.19016484	125.6852954	49.59535153	231.329939	6.072232572	0	23.69921937	15.87901539	74.20470786	1.457091299	1086.612497	11.26471202	5.189695246	0	0	36.09485341	66.91136847	51.05913251	18.87365574	8.594332979	3.221860891	108.1861327	0.866066861	3.933100885	0	30.31980054	14.38676265	0.631419734	0	13.56054021	16.41733976	90.29045011	0	2.537810446	17.82918467	0.301249119	6.365312972	46.2052445	139.4870734	0	0	31.17511058	121.3918201	15.38687086	0	14.11930616	32.45840166	26.71696824	4.693787233	0	25.86853783	1668.35588	4.125283832	0	13.37589295	29.87140892	0.257106244
Leptotrichiaceae_uncl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.186004892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65.76664505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.67635034	0	28.49799694	9.600266819	0	0	0	0	61.38193571	0	0	0	63.60583977	0	0	0.352501801	0	0	0	0	0	0	0	0	0	0	0	0	16.35488533	0	0	0	0	0	0	0	0
Limosilactobacillus_fermentum	41.57936329	8.77079193	637.2069026	47.22815256	48.92182881	9.579098163	45.08479735	18.11508353	31.52452549	13.40019144	0	58.52918956	28.60389399	6.78885824	6.224211729	3.190847781	0	12.94850531	2.803274732	0	30.41584098	0.555642429	29.08365401	39.81468462	42.86820695	2.26993261	160.9000664	1.501235174	60.04331243	0	15.16570126	26.16439039	535.2897917	13.5538562	71.1887011	67.95449957	15.47228825	14.74927539	579.8094423	12.73999077	19.06652541	3.387679171	76.88173789	1.421563331	85.87830469	41.6714667	47.18582278	168.9788815	100.5023267	318.742459	11.83128985	736.0566004	4.188518192	39.56797518	0	49.28849835	99.38653822	132.8010068	24.36306464	105.1050694	246.7646989	124.0494155	37.94282601	22.84784297	172.5903325	140.5236026	15.12895099	103.751626	0	29.79924694	84.11115651	73.80097164	6.289124457	0	2.235168227	0	4.580812597	0	0	649.0904375	3.669507017	15.52932509	70.52777308	24.41091533	0	7.408002783	127.9904457	2.82766759	22.43975627	55.3962612	39.67741977	0.278403365	35.66447652	0	29.75903414	0	0	0	1.695385462	6.123761302	2.328430266	10.26696628	98.89808251	914.1657449	1109.423215	383.5381955	0.582869288	0	20.51594573	110.8899965	338.756626	0.544299354	224.273653	25.24441565	0	58.27515506	0	34.42569156	25.26600811	6.993421194	49.4285374	202.800275
Limosilactobacillus_uncl	0	0	0	0	53.16908071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.8067634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308.3313364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.24580302	0	104.6610765	1.420418704	0	0	1.678795134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Listeria_monocytogenes	184.5277641	20.50034173	34.47883844	72.61376543	92.0984374	0	118.7521179	100.8027821	214.2645736	8.639597116	78.8910008	33.53987041	27.16651238	0	1.605191446	6.703630093	0	182.0349076	40.14466067	27.4636893	23.22190752	12.25010864	5.411359587	0	334.538868	3.801782002	34.17262411	4.915823893	72.31778865	0	21.11586895	33.50121928	140.1641046	127.6694141	0	64.5397006	10.48951581	35.79027914	244.1937221	29.19271015	210.9646152	17.07875352	147.5312842	1.527557088	151.6547951	26.86712985	17.74642238	128.4161988	77.7570633	408.2438831	302.9150635	57.6571636	36.4566419	11.77427601	20.43731346	33.03956418	21.74120371	55.17597493	95.19586348	48.58978907	22.72832753	4.570241625	30.82355366	84.36420003	34.71761883	30.94432209	24.91575463	24.45504926	0	20.90846321	0	176.4877489	13.83581045	40.76333994	2.224176481	0	55.21881267	0	0	0	189.7635061	43.69015861	43.27282081	71.93351873	1.386640019	36.78539064	164.8058142	22.16763297	36.65374233	24.33802784	48.21127777	11.65939276	20.64649104	9.007724272	72.10087438	14.75814225	73.1676801	3.608333692	7.097234114	53.95893182	2.155604808	11.39441138	210.1363292	368.5801888	112.6434678	9.510815576	137.7232867	361.7964155	30.45467979	10.21355231	160.4959508	0	191.3236278	39.34253209	0	63.59532958	8.129660244	102.9397102	65.15970513	104.5943252	144.8010973	7.556066846
Luteimonas_terricola	301.9257016	181.5347215	885.685725	661.8007054	811.1313819	1533.369327	535.4065143	934.3932936	488.1199432	1084.701596	19.54180754	580.961045	996.3164822	0	31.83130945	72.22731341	0	471.6868864	567.0204853	0	250.4129853	100.5407359	58.31840392	229.0445575	50.87682754	15.24202414	307.6294312	57.84064595	1150.945717	65.90507472	311.1031806	127.0687473	813.0731047	600.3323796	1212.187797	1516.542313	304.0104092	198.258689	704.2741955	897.3138486	83.31737727	236.4262386	312.3694735	27.81617659	648.9123876	1464.60336	558.2433989	808.8115961	1398.171931	595.5293926	354.2278176	698.8126499	39.7776871	1074.572783	21.22937709	1108.106421	249.417501	1456.720969	419.190732	869.2198959	1062.885309	928.3412419	279.5757582	304.2841321	343.3740095	866.4350364	517.1066167	1059.187835	60.0944023	647.1092784	4.47767021	799.8961663	76.03238232	146.9894928	38.57985436	4.771795854	11.37198761	1.348168055	0	320.0491051	16.24121074	145.4713266	171.7892666	644.8156856	5.226129598	256.9962341	745.3331769	77.6708474	231.0320523	635.986134	88.33325887	16.6649263	730.6282237	0	592.0569525	70.62339922	232.1962706	4.212177096	72.12926683	192.7820361	14.2297869	49.40039886	683.9073885	1326.046731	669.1935498	238.942333	103.0325642	172.593147	511.6071065	645.2179768	331.8297334	2.152433367	487.8945909	426.7286429	61.44105872	1325.554278	175.2904863	764.7654144	1171.93326	33.23012371	801.4369629	517.3310376
Megasphaera_micronuciformis	0	4.036346771	0	2.158291451	0.285725042	0	0	0	0	0	0	0	0	0	2.709446154	7.984185806	0	0	1.543915089	0	0	14.63746422	0	0	0	0	0	22.03113036	0	25.69548029	2.700090858	5.686779033	0	0	0	0	0	0	0	0	0	10.33661613	0	2.080482911	0	0	0	0	0	0	0	0	0	0	7.555576545	0	0	0	0.906841884	0	0	0	0.47312308	0	0	0	1.51978756	0	0	0	0	0	8.423702006	0	0.89814049	0	36.81345522	57.67791858	0	0	2.287821764	0	53.90691183	0	1283.246915	8.208657122	0	4.307230318	0	0	14.30806551	12.19906419	24.89054396	14.86600335	0	18.09718945	0	33.18200003	0	2.050553329	1.712264786	0	0	0	0	0	99.00058745	0	0	0	0	0	0	0	0	0	0	0	0	78.71677898	0	0
Metamycoplasma_arthritidis	0	0.772630937	0	0	2.250842137	0	0	0	0	0	0	0	0	0	0	0	0	0	12.30194022	0	18.77672948	10.99274642	3.374701737	0	0	112.3516661	165.7130485	0	3.827486846	0	3.28485115	0	0	2.437704153	238.9989345	0	15.58334546	0	0	0	7.184938614	0.443116273	0	0	0	0	0	0	0	0	0	0	0	44.52328189	0	0	0	0	0	40.191185	0	0	0	1300.524386	0	0	0	0	0	0	0	0	0	0	68.46096034	0	0	0	0	0	0	13.20326571	48.16488142	0	0	10.83451781	47.52410591	0	0	0	1.463817469	5.00717309	0	238.8100037	0	0	0	48.69862986	0.203280312	0	10.39422491	41.00087022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.67110793
Metamycoplasma_cloacale	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.454018339	0	17.19323109	1.081051373	0	0	0	51.52413211	4.196781572	0	0	0	2.379533061	0	0	0	0	0	20.57017969	0	0	0	0	5.093067663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288.6408595	0	149.5968108	0	0	0	0	0	0	0	0	15.27486849	0	0	0	0	0	0	0	0	0	0	0	0	0.130987543	0	0	0	0	0	0	0	0	0	7.777626823	0	0	2.671636673	36.55341964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metamycoplasma_hominis	290.096463	347.7351357	12713.60414	763.492278	984.9972429	1420.948569	1222.736297	1192.909353	24844.24183	1172.052133	5.264188789	772.0554334	1299.497823	19.01332338	27.27739741	154.920278	13.40577061	1138.550011	658.7727707	0	761.6253036	143.145679	136.7535085	866.631529	9465.780253	19.81785099	102875.8627	23738.5431	1328.855411	106.5302459	630.1819174	219.0864804	796.2217168	1669.962731	1608.912795	1060.259903	509.0833639	627.2696894	869.3646886	1276.671448	137.0225504	351.7979516	639.5582868	99.30988776	1522.184014	1888.387394	1761.375658	1174.436608	1148.39334	1068.567667	735.0858589	679.1376152	63.61326696	1474.954857	25.33343534	990.3603109	368.1765925	1696.346253	470.5669537	1248.176276	1492.335836	2015.176947	375.9940594	1651.569505	527.9631387	1508.421537	737.5676499	1153.947757	259.0125019	29423.7012	68.59548561	904.7613921	76.11983868	195.8421857	60.2147975	19.12559111	6.829941207	0	0	468.5935116	94.26856092	276.0630245	232.8871548	880.1370456	2.590751461	10324.75597	906.5943359	109210.5029	25034.31984	1327.151235	115.1996549	29.51220525	1290.570522	8.160613886	958.5428819	105.2113173	953.220614	13.55945043	97.91450599	299.2836995	36.09943537	75.41992483	825.737242	1106.176099	775.6926918	246.2370936	68.40723188	159.6006609	766.2183081	954.1328389	430.7931071	0.374665996	618.8776135	460.2317576	126.183981	1623.051463	258.2161129	1413.60341	1728.854876	72.65242204	1059.34052	570.2242611
Metamycoplasma_hyosynoviae	0	0.743761587	2.68417666	0	25.50311794	0	0	0	0	0	0	0	547.2655133	0	0	0	0	0	6.152766504	0	120.4867914	29.68149246	2.624133824	0	0	577.4620448	227.7735195	0	10.89507251	0	6.00695239	0	0	129.6326292	0	0	21.04772911	0	0	0	0	9.015123424	0	0	0	0	0.687399176	0	0	0	0	0	0	195.4679574	0	0	0	0	0	62.85475359	0	0	0	2138.01029	0	32.28098768	0	0	0	0.100179917	0	0	0	0	93.31346552	0	0	0	0	0	0	12.00618408	0	0	0	13.91020207	0	0.964173117	0.166312276	0	23.80060954	15.28166558	0.218760907	16.86805137	0	0	0	55.63048359	0.909814607	0	26.01248989	167.1565539	0	0	0	0	0	0	0	0	0	0.635015913	0	0	0	0	0	0	0	0	0	0.267230142
Metamycoplasma_orale	0	0	0	0	0	0	0	945.7764324	0	0	0	0	0	0	1.761662664	4329.729823	0	18937.94014	0.167967956	0	914.935624	393.7864635	0	0	0	1592.349711	0.189975467	45.21200074	0	0	0	0	0	0	0	0	480.5167237	0	0	0	152.6277455	0	0	0	896.3177766	0	0	0	0	0	0	0	0	165.5453183	10.80422835	0	7.021354272	0	0	0	0	0	0	0	5.922140494	0	0	0	0	0	0	0	0	333.8720912	0.318863608	0	0	0	0	0	3.969548474	0	0	0	0	0	0	0.08262665	0	0	0	0	0	0	0	0	2813.45254	25.8123668	0	0	0.110575589	0.347880226	0	0	0	0	0.230533952	0	0.726762958	0	0	0	5944.749143	29.14332416	0	0	0	0	0	0	781.3730708	0
Metamycoplasma_salivarium	3446.208202	2038.582065	69067.7186	4742.816856	3399.674742	11584.04831	3073.577593	11007.91296	4641.351371	9342.199646	1013.63697	3422.020962	4655.264198	363.0201119	102.4755014	169040.2424	240.9015717	19673.65349	6162.961984	556.5773945	5918.789775	1734.790782	6415.328229	2972.641934	2338.068302	4648.662828	8067.276559	738.4038379	8342.843501	220.7382192	5055.14059	133413.2608	6370.832607	13504.97352	5507.106992	5150.73871	3660.624954	1879.538016	4257.860502	5096.470258	11065.39399	2479.221061	14136.03944	2513.722146	4986.407731	7034.99003	69696.22206	4931.686117	5145.044801	4021.230547	7079.140699	2379.801058	1245.785176	7592.148693	13990.36297	7734.398275	1607.567456	6096.83467	6166.927808	29332.41374	9151.953811	11233.21539	173622.3635	15564.97055	3831.423492	6133.250148	3746.392841	3348.831987	4003.623852	3181.603968	85.23212321	26957.86584	5337.563744	6117.862997	123154.8378	501.0104458	710.3650657	728.1950287	17.17135865	3195.658709	4290.932131	2559.829069	5099.944479	41289.75651	220.3843523	1696.963605	4881.629331	526.123418	1583.73438	2925.829776	11257.17951	2048.974701	4362.918667	807.2820911	3143.649778	1246.756015	5665.965082	436.5823467	5008.083067	7750.515229	35751.26852	29361.37792	5278.048861	1793.93712	7499.61333	861.0085395	2581.444421	3339.795649	5044.862296	5172.131622	3420.915928	30.711199	12731.61572	9461.752332	673.5492569	8182.62202	2991.674087	3630.292607	5069.341214	2478.640316	35488.19443	20579.14439
Metamycoplasma_uncl	0	1.191695987	0	0.393901648	100.9830127	0	0	0	0	0	0	0	0	0	0	28.00544131	0	0	18.12962193	0	67.38156703	9.034799665	0	0	0	390.4673739	79.97039033	0	0	0	1.043924182	76.4661731	0	7.230545062	0	0	13.89538087	0	0	0.219237874	0	0.122650636	0	0	0	0	54.6234881	0	0	0	0	0	0	0	2.995392628	0	0	0	0	0	0	0	71.19976853	607.3642727	0	326.7334127	0	0	0	0	0	61.66653819	0.834889791	0	88.19811263	0	0	0	0	0	0	0	0	1.113642792	0	10.0917904	0	2.806978241	1.232398081	0	0.542733937	3.066478729	0	13.63045487	0	1.046212578	0	48.28338945	3.326937463	0	47.89004808	158.4271727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152.585895	0.101464866
Mogibacterium_diversum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.357413845	0	0	0	0	312.4938723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mogibacterium_uncl	0	0	0	1.001179246	0	0	0	0	0	0	0	0	0	0	2.940189994	4.063590627	0	0	0	43.11820232	0	0.281222239	3.048608236	0	0	0.306362749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.79224342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.634208671	0	0	0	0	0	0	0.539534429	0	3.099363505	0	0	0	0	0	0	0	0	0	0	0	4.363827409	0	0	0	0	0	0	0	0	0	0
Moraxella_uncl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123.2376766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.030688996	0	0	0	0	1925.822176	0	0	0	0	0
Morganella_uncl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	433.8954688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.329063199	0	0	0	0	0	0	0	0	0	0	0	2.16175264	0	2.900111439	0	0	0	0	0	0	0	35.48990402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1683.411287	199.5035029	0	0	0	0
Mycoplasmatota_uncl	0	0	0	0	20.11370361	0	0	0	0	0	0	0	0	0	0.388517675	0.426801296	0	0	2.363182056	0	42.75605523	10.6734631	6.148978833	0	0	212.6446296	58.71080545	0	4.631923253	0	3.217235456	57.34116523	0	7.937229022	0	0	10.88738679	0	0	0.19307881	0	1.011801968	0	0	0	0	34.97611546	0	0	0	0	0	0	9.056492133	0	0	0	0	0	0	0	0	45.8286503	635.1606979	0	0	0	0	0	0	0	61.82655988	0	0	22.72546849	0	0	0	0	0	0	1.105441691	0.480217823	4.728844129	0	1.905537218	0	1.042911567	0.058039979	0	3.578899597	0	0	32.22629747	0	0	0	9.994930794	2.363073485	0	25.9424347	110.5575953	0	0	0	0	0	0	0	0	0	0	0.284923619	0	0	0	0	0	0	0	129.5846242	0
Mycoplasmopsis_felis	0	0	0	0	4.118705164	0	0	0	0	0	0	0	0	0	0	0	0	0	3.690281065	0	9.198368689	0.731457645	7.410240589	0	0	131.4799175	28.19330449	0	0	0	0	0	0	0	0	0	1.018399868	0	0	0	0	2.635219089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178.8380577	0	225.1266468	0	0	0	0	0	0	0	0	15.37412092	0	0	0	0	0	0	0	0	0	0	0.642990827	0	0.177256774	0	0	0	0	0	0	0	0	0	2.806652731	0	0	1.336107287	35.03027598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseria_elongata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97.6191265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.731941738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseria_gonorrhoeae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.77943167	0	15.18475132	0.625166594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.137282569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseria_meningitidis	0	793.1372598	0	0	0	0	0	0	0	0	0	0	0	0	0	0.590422626	47.01804948	0	0	0	0	0	0	0	265.5363131	0	266.5224244	207.9313789	0	0	0	30.60261761	0	0	0	0	0	0	0	1.776005495	78.78077263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.402833393	0	0	0	0	0	0.784875024	3.964658904	0	0	0	0	0	0	0	0	0	0	0	2300.070824	0	2595.176588	2218.774093	855.9938358	0	0	0	96.170514	0	0	0	0	0	0	0	0	0	0	0	0	0	58.20168994	0	0	0	0	0.694132885	0	0	0	0	0	0	0	0	0
Neisseria_uncl	0	4394.925786	880.1494353	0	0	0	0	0	0	0	0	0	0	0	15.66640954	28.2220515	85.86633548	0	0	0	5.68837904	11.7667506	0	0	169.6308178	0	313.60733	256.8597447	129.9567692	0	14.49863823	62.9943776	0	0	0	0	13.02643242	0	2.088614643	7.441354638	1096.3718	0	328.1489515	0	323.4703321	0	0	0	0	0	368.9404604	0	9.389345194	0	51.94850058	0	0	0	1.92518564	0	0	0	1.052376495	0	0.643411274	0	0	0	0	0	0	0	2.572802517	0	0	0	59.12600064	4.539928524	0	0	0	0	0.764871826	0	0	6365.734411	181.6226741	7293.664375	7777.696247	5440.186945	164.5650391	0	15.84303195	6.447975288	0	1.467708293	0	0.988415001	1.012672241	0	15.98994447	0	0	0	0	0	0	0	0	0	0	3.367806599	0.952968888	0	0	0	116.8542085	0	0	1.377129173	0	17.2469313
Neisseriaceae_uncl	0	494.4823078	0	0	0	0	0	0	0	0	8.752396931	0	0	0	12.43012893	99.57353109	0	0	0	0	0	8.939251248	0	0	0	0.628267959	0	1.435152928	143.4179074	0	4.268353212	64.29807823	84.27808315	0	0	0	6.860362234	0	0	40.943017	1714.99482	0	411.8709568	0	385.2784392	0	89.94397756	0	0	0	196.062666	0	2.583754115	0	22.69328105	0	0	0	0	0	0	0	0	0	0.294193752	0	0	0	59.42015142	0	0	0	0	0	1.056648577	0	0	0	0	0	16.22502005	0	0	0	0	1709.117948	0	1727.820687	1571.122976	784.0481864	35.96574504	0	7.515965929	20.35211923	0	0	64.60690198	0	1.914111919	1.883248768	8.154049874	0	0	0	0	0	0.268875896	0	0	0	0	1.179685003	151.2664352	0	0	0	201.7297644	0	0	5.215358359	53.44174879	14.50677823
