	FD21772173	FD21772179	FD21772189	FD21772205	FD21772244	FD21772261	FD21772298	FD21772337	FD21772351	FD21772578	FD21772697	FD21772699	FD21772702	FD21772766	FD21772802	FD21772880	FD21772908	FD21772934	FD21773059	FD21773106	FD21773116	FD21773174	FD21773221	FD21773259	FD21773309	FD21773313	FD21773369	FD21773537	FD21773589	FD21773630	FD21773653	FD21773675	FD21773737	FD21773746	FD21773783	FD21773819	FD21773832	FD21773841	FD21773846	FD21773847	FD21773965	FD21774021	FD21774042	FD21774045	FD21774113	FD21774123	FD21774318	FD21774401	FD21774408	FD21774415	FD21774498	FD21774517	FD21774522	FD21774524	FD21774545	FD21774702	FD21774708	FD21774709	FD21774719	FD21774760	FD21774779	FD21774818	FD21771986	FD21772050	FD21772081	FD21772250	FD21772292	FD21772346	FD21772347	FD21772392	FD21772426	FD21772472	FD21772506	FD21772806	FD21772808	FD21772863	FD21772902	FD21772906	FD21772910	FD21772976	FD21773016	FD21773025	FD21773044	FD21773104	FD21773140	FD21773306	FD21773308	FD21773335	FD21773336	FD21773352	FD21773450	FD21773461	FD21773511	FD21773545	FD21773644	FD21773669	FD21773744	FD21773752	FD21773775	FD21773858	FD21773873	FD21773934	FD21773988	FD21774007	FD21774037	FD21774064	FD21774070	FD21774163	FD21774168	FD21774169	FD21774233	FD21774370	FD21774444	FD21774492	FD21774523	FD21774611	FD21774623	FD21774626	FD21774642	FD21774681	FD21774695	FD21774821
Gemella_morbillorum	2.65102255	7513.955487	0	1324.993999	454.5615364	0	0	9817.560389	0	1746.201182	5452.407992	0	614.9837208	3879.401984	4963.82612	64.97612265	127.0939355	125.7171056	9708.892854	3295.35945	19721.69981	4147.889408	7.5054591	0	1862.218729	5575.043001	0	78.92975102	2136.336508	21979.85154	1769.551098	9782.724902	738.7922552	14.51430883	7907.963068	27.44316329	2834.488668	925.3677415	0	3062.554307	1662.784666	1033.297196	3068.855288	2051.002923	3753.563194	0	1120.024836	0	12052.52867	0	2778.385361	1169.10143	0	14762.3288	442.0970057	1032.113105	67.08226839	0	7.528071544	0	0	7.195193192	3.959284504	113.0447924	308.777412	0	584.8135514	31.20717223	15437.47134	28.58646942	0	19.96965439	16.10964708	33614.34846	3.11781495	0	7578.10272	4709.717395	0	0	15969.78275	0.957086488	2628.154084	564.5162528	477.5398052	3825.455622	1521.938116	243.9254831	941.8098763	42.34096823	8096.743184	10715.04692	2169.058725	1566.949772	559.9895239	6131.750619	31.00751219	18491.6964	37.6934555	0	13200.59481	1154.157007	0	0	5572.793579	1101.528186	4076.910127	3.993776947	7405.683841	0	0	28.33539276	18.64527676	2.738767924	0	953.8349323	1639.365637	83.15129496	0	769.5101983	1964.313396	0.356495279
Gemella_sanguinis	18.60629042	4106.637796	0	188.4302158	3145.823961	0	0	0	0	0	0	0	0	0	22702.08976	57.87934855	50.71305559	4.310255877	47.55033624	51.83761923	744.4609733	150.1362741	0	0	3.264339691	47.53958887	0	59.15604595	1102.531442	0	31.03620374	273.6781551	741.4284308	0	0	0	102.4224186	16.23869684	0	16.63811528	56.88615391	22147.02503	114.8680222	460.1348408	233.4595831	0	2.038494107	0	493.8316762	304.5584196	1139.888229	3.287919623	1.175023233	11063.40021	15.93986093	2884.368053	16.058096	0	0	186.4554272	0	0	8.448256082	0	823.3719903	377.4201512	0.743586499	52.16165732	189.0571425	0	0	26.17767099	117.1720712	973.1859067	0	9.330772938	244.6967478	12.36264495	0	0	292.1443371	0	23351.84438	121.1228676	4.358431101	45.25074656	8.561601761	2.394322979	27.18541854	106.6320289	218.200498	105.138219	3065.183188	573.8491141	34.44805158	70.67440139	13.70682907	201.6046479	2.82470834	0	90.35680067	67.64292265	0	1397.726717	0	4722.807236	65.86263917	0	48.37818702	0	0	16.03472493	155.1017945	0	0	501.6727165	1490.460885	1.153407786	0	1.014268488	81.94684854	0
Gemella_sp._ND_6198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187.4732132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gemella_sp._oral_taxon_928	0	1.908370112	0	0	1.102710274	0	0	0	0	0	0	0	0	0	5.228337853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.880432505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.418485031	0	154.4661378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gemella_uncl	296.924674	15029.83202	958.9030447	18449.52802	3458.179034	1073.603604	970.4285676	547.5096041	752.4442249	6121.215047	2747.822555	638.7782402	416.2377828	286.2193592	43765.52314	1896.225391	992.5562958	474.4054978	3992.883224	1026.05028	12184.14269	497.8493908	83.26962297	212.4374355	817.764825	2893.743379	240.8382207	129.3843523	5837.306791	915.2523075	1173.568271	5946.149607	35765.00095	875.2206974	315.2863363	2733.7335	10686.79491	243.6838783	684.6025377	1545.585325	984.503382	11943.54755	470.0903205	48496.23378	1290.771691	1684.428672	594.9826731	996.6456627	13039.64767	1601.683577	4893.933289	27295.75157	31.37259404	11562.94339	533.2347875	6167.529999	964.5934917	1701.424956	569.8323744	984.9189758	1218.330019	4562.371624	711.149982	866.1176334	689.800708	1273.8917	988.2149851	2348.303306	3589.300521	736.3979268	3342.549847	3552.102364	197.6136602	6733.855837	44.3721252	21.54988063	2783.986007	900.0234444	0	249.5742647	4174.832729	124.8597305	9103.908584	10325.06193	422.7670566	1414.510092	1932.410804	181.340406	421.8345863	574.94813	1724.394687	11211.51251	9473.193742	1396.001797	1053.972856	3229.638642	469.580493	7486.122025	48.92489486	290.8505969	2414.332606	30273.75209	435.2966015	1063.166165	36479.37899	23244.67638	704.3164175	167.649397	2609.629113	1162.210508	603.0179583	9.201648855	829.7922008	409.6688054	15.33080132	2359.646934	2833.472416	4198.109172	980.4415394	317.6890279	2247.274397	528.0743073
Gemellaceae_uncl	0	133.5087913	0	43.17246887	222.1229004	0	0	0	0	17.94708136	0	0	0	0	1493.389108	2.664031941	0	0	38.70515941	0	55.69977194	3.247332671	0	0	0	18.57258611	0	0.182784294	3.886663893	0	17.27384206	31.29658063	1267.535731	0	0	0	7.158603161	8.28836229	0	2.401810839	0	211.372151	0	150.9290508	0	0	0	0	0	0	10.14634011	0	0	1394.890873	0	764.7201693	0.510108238	0	0	0	0	0	0	0	37.1839135	0	0	0	687.2198076	0	0	11.35036595	13.01754999	96.57480004	0	0	14.7243657	13.87548558	0	0	2.680705568	0	1453.846067	0	5.499088136	5.054987245	0	0.836121477	0.135853932	0	38.09027242	39.04964621	140.0983018	20.78590819	0	29.64981466	0	39.23027525	0	0	26.51817315	36.83862334	0	0	0	2249.588849	11.7096863	0	31.32549494	0	0	0	0	0	0	0	18.42304011	0.58036601	0	1.419150905	0	0
Gemelliphila_asaccharolytica	11.93358723	252.7277525	0	25.36483086	9.622042566	0	0	0	11.93384458	0	0	6.311054785	0	0	74.66899993	0.416772792	0	0	47.02356298	0	282.2294812	0.889047086	0	0	176.3771567	28.91740411	34.12330715	0.132197426	165.1103207	0	40.62423294	37.21542969	349.7184969	0	12.53762667	0	2.336843804	0.074095291	0	100.8395957	0	22.08079569	1.728545633	49.16782917	0	10.6653354	0	0	0	0	81.53630612	0	0	22.55185738	0	0	1.387726266	0	10.75896913	0	0	0	0	3.875750462	17.92866543	0	0	5.770279185	0	2.72502176	7.264594599	0	1.661444021	23.64821769	0	0	25.96722419	8.682966268	0	0	16.1977648	41.05599071	37.21997589	2.646981155	13.76482186	1815.788011	0	502.5259479	2.178723441	0	22.12815359	19.21820163	21.98510137	191.4456016	0.865504049	5.85431462	0	63.16235647	0.725142903	0	37.94500507	1.869686122	0	47.45299571	0	0	27.39518215	0	44.4650406	0	0	0	4.823447363	0	0	2.368457549	0	11.19542861	0	4.926675314	0	0.789526411
Granulicatella_sp._UMB5615A	0	0.637875777	0	0	1.267002966	0	0	0	0	0	0	0	0	0	44.91617519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.4074876	0	0	0	0	2.880927163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.400759538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.055225919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Granulicatella_uncl	0	907.9609645	0	504.3625736	977.6845298	14.87458553	0	0	0.402808053	0	0	0	0	0	6729.095263	3.857131618	0	0	4.153439577	0	9.611738631	55.54345803	0	0	0	3.176685171	0	10.65503804	62.63387511	661.2327504	0	7.887793867	0	0	0	0	2559.578993	0	0	0	0	612.2779462	0	227.605241	0	0	0	0	10.4041141	0	90.38275893	0	2.159551663	19.58085289	7.944666116	337.4170545	13.15332589	27.38334151	0	72.66732096	0	0	0	0	85.84255006	0	0	0	0	0	0	2.31898835	283.7622784	0	0.188139155	0	0	1.948399192	0	0	0	0	98.6785436	1.385989785	32.39504167	0	0	4.580083825	304.0318082	41.06300626	0.524544101	254.7311009	143.6051175	0	0	1.182693713	0	0.169675529	0	0	0.304090545	7.35178465	0	0	0	0	21.85431002	99.86876197	0	0	0	0.693078003	48.18017346	0	0	0	76.06163555	76.56861287	0	0	0	147.7018647
Haemophilus_haemolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.513975344	0	0	0	0	0	0	0	0	0	0	1.078610539	0	0	0	0	0	65.60683306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.09701707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158.4556881	0	0	6.72350028	121.036338	0	0.505131545	0	25.60033925	1.272192971	0	0	0	340.3399386	35.05756372	0	0	0	0	0	0	0	0	0	0	0	0	12.35881051	0	0	0	0	0	0	0	0	0	0	0	0	0
Haemophilus_influenzae	321.2879412	265.9321122	1110.643867	759.176354	834.9037777	2096.683093	58468.89523	803.0390738	68004.79711	1475.628679	40.12713653	645.5454579	1186.728279	0	47.40429678	89.51091767	65592.57049	614.2433451	543.2944534	90.67657351	457.9909713	803.8658933	671.9234431	393.9420546	101.12425	18.01757979	2154.875821	76.45367937	2739.705176	63.91113795	732.1913084	340.7187348	927.0024895	1645.502954	857.482139	1443.214967	469.0424481	129392.1675	2348.005627	11115.94921	229.6206101	227.8142313	465.4133474	44.66507688	2637.867891	1712.768111	1625.503962	976.1700939	1438.880138	1232.175545	9113.414533	858.5326303	37.75360663	1449.331202	9362.225498	1120.678032	291.9535851	1573.591502	385.9539611	1062.53437	6099.803983	1126.438976	473.8038919	1897.412082	933.636125	965.8836384	44192.22814	978.2601132	200.2502126	669.4588492	0	1609.473557	113.0215839	1348.23561	48.12237213	113.1065336	63.86613044	174.1110083	0	332.2725926	551.7375013	17935.11052	245.6406874	707.305139	73.29830656	813.3783252	789.1710994	123.0213452	361.4174516	51669.27374	565.7247497	28.77323956	1137.925524	7270.153916	48182.72654	26476.645	582.2067545	794.9550356	66.67197757	2768.0794	418.6773619	64.81276955	956.8459524	1594.139288	563.12799	246.0256695	121.6575971	1887.552475	7171.745759	1151.810938	753.32226	10.75481136	670.4486966	527.1485931	94.76433	1443.172977	5906.193433	736.6232288	1051.101725	206.4340774	971.9082394	456.4240364
Haemophilus_parahaemolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201.9244103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haemophilus_uncl	1447.792264	719.7048063	2588.444877	1985.194696	1440.537952	3728.239911	98085.33795	3469.735699	126443.5044	3365.207713	1227.805024	1510.37748	3458.006427	40.06196343	193.4550258	189.4560227	381476.2057	1455.534504	2030.52804	87.58935158	1326.578607	1878.3168	2341.7481	2334.386204	655.8714782	68.64692473	705.9896152	199.7472114	2658.307285	55.76171484	814.0888827	603.0602876	4759.769412	1520.109081	5063.375437	2849.689418	1643.006845	282143.531	2963.458137	29846.31069	912.4768107	675.1167963	2060.100843	129.1813352	1794.278919	4538.699197	1673.673271	2169.851169	4635.830582	5463.025602	16229.89786	4788.411727	211.6015283	6168.450963	28814.36989	3409.00364	889.218399	3158.593616	2115.924401	3812.57125	3342.334311	4008.988137	988.8798067	1930.066397	1984.438051	3133.007311	92926.62169	3327.412066	4080.098382	2170.630611	492.8598214	2667.53421	339.2900307	4188.902128	131.9226231	143.2182018	199.3282806	253.3581658	558.0320003	2542.467848	365.3211524	52983.70383	1457.868184	2569.074513	200.2297376	2345.01144	2235.906156	346.6909745	1396.147482	38159.13065	737.7460105	220.1218603	3226.707563	13549.63227	129877.1668	68467.83077	766.1526265	1301.924075	247.3688213	6215.100213	1109.752718	201.7939759	3203.419979	4187.842176	2652.069819	1474.372684	605.127703	15623.00572	21994.16102	3097.671325	1651.948877	64.83566148	2006.398711	1822.593259	961.5619374	3944.003364	16071.95652	2526.213592	2825.807379	576.4855974	5164.025345	2003.747528
Hafniaceae_uncl	0	0	0	0	0	0	0	0	20.87332477	0	0	0	0	0	0	0	0	0	0	0	0.290520187	0	0	5681.078459	0	0	0	0	0	0	0	0	0	1.015158048	0	0	0	0	0	0	0	2.279400773	0	0	0	0	0	0	0	0	0	0	5.019392725	0	0	0	0.418390407	492.9182079	0	0	0	0	0	0	0	0	0	0	0	16.99682957	0	0	0	0	0	0	0	0	0	0	0	1.409838678	0	0	2362.778071	0	0	0	0	0	0	0	0	0	0	0	156.53064	0	0	0	0	0	103.1532083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hallella_colorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77.07802567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.70631177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hallella_multisaccharivorax	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.79231734	0	0	0	0	0.41926439	0	0	0	0.198527122	3.300132795	0	0	0	0	0	8.396208538	0	0	0	0	0	0	0	0	0.926130379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.589954587	0	0
Hallella_uncl	0	0	0	0	0	0	0	0	0	0	0	0	0	1.242490573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.411296593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.786232911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hoylesella_buccalis	0	0.582323071	0	0	0	0	0	0	0	0	0	0	0	0	0	8.014222333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321.8613877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110.4884275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.245608602	0	0	0	0	0	0	0	0	0	5.908192107	0	0	0	0	0	8.663908856	0	0	51.42524554	0	0	0	360.966886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hoylesella_enoeca	0	0	0	3.562859905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.136082484	6.025979935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242.7988025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134.0954876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.99541198	0	0	0	0	0	0	0.349094801	0	0	0	0.640414728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hoylesella_nanceiensis	0	30.2903711	0	10.40757247	1.617798284	0	0	0	0.642025619	0	0	0	0	0	99.43768996	27695.06441	903.8284665	4791.731141	7.788937336	164.6216858	210.2925953	313.1986729	34.08830384	0	0	5.50784186	0	862.9356785	4256.662896	0	10.91765102	4761.584582	0	11058.16649	0	0	9210.775843	0	8455.477632	2099.006727	1139.019579	875.5988149	184.7994096	24.12226737	0	0	1957.929217	0	0	0	22.07247828	0	0	20.10134729	201.1307237	2.06736045	1226.312567	3.078276894	0	0	1692.254285	0	120.853538	0	1874.941423	0	1.539661705	0	233.2811756	0.654622265	0	0	2335.924863	1055.44019	4.857842704	6.512480139	5.594229291	218.4959456	0	0	2598.697829	0	5190.389478	0	450.9118409	3.316386858	0	1.314481583	0.273004296	0	57.91309306	9.223067227	12.69988998	4.860960709	0	433.794027	0	7.974240015	5.361868311	6.54421341	5.931434369	22.55487335	0	2.825335297	0	0	139.3704161	1.703196322	23.30283688	0	0	15.80354774	9209.460443	1686.442806	0	1.974240247	1822.861497	1.866032569	0	2.524743272	536.9256052	1362.55506
Hoylesella_pleuritidis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.41881055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33872661	0	0	0	0	19.44300372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.771340852	0	0	0	0	0	0	0	0	0	0	0	2.013998428	0	0.079315698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91.77635863	0	0	0	0	0	0	0	0	0
Hoylesella_shahii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75.19541355	0	0	0	0	0.408865288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89.64079244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.573814257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.031107803	0	0	0.080549988	0	0	40.41746906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hoylesella_timonensis	0	61.32796534	0	0	0	0	0	0	83.37187703	0	0	0	0	0	0	54.60212305	18.12663076	0.500463702	0	0	8.223951736	0.869615457	1.957752837	0	0	0	0	0.832645636	0	0	0	8.216800598	107.0760909	7.966122488	10.17864425	0	6096.120774	0	0	15.91714985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.553651147	0	0	0	0	0	0	0	0	0	0	0	0	183.0799433	0	0	0	0	0	0	0	3.303261012	0	0	0	0	0	0	0	0.795167081	0	0.683413267	0	0	0	0	0	125.7530546	0	29.08260773	0	3574.47461	0	0	1.02967102	5.635913789	0	0	0	0	0	0.643399872	0	0	0	0	0	9.011970294	0	0	0	0	0	0	0	4.453987585
Hoylesella_uncl	0	1.102913955	0	0	0	0	0	0	0.36893509	0	0	0	0	0	0	138.1024361	0	0	0	0	0	0	0	0	5.345741256	0	28.82363349	2.478090647	6.595015521	0	0	33.96916512	0	7.082050455	5.281464372	0	246.4307728	0	0	0	0	0.504680528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.606968505	0	0	0	0	0	35.64871064	0	0	0	0	0	0	0	0	0	27.90665143	0	0	0	0	0	0	0	0	0	43.7580707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172.6567608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klebsiella_pneumoniae	27021.42452	11322.78612	61999.67164	29996.81893	36709.48121	76898.76852	44897.52323	55488.65521	43569.70567	59580.13233	2193.907066	37120.5133	59310.21952	539.0485797	1053.99672	4394.210359	659.1183408	38259.50148	28512.10509	1087.77854	25266.50725	4455.200191	2411.12406	27172.04662	5561.804928	809.8428568	12528.70444	3121.084251	55994.78844	2440.638729	18539.02357	8199.279766	52630.50514	49294.66307	61549.53043	60893.49268	19496.87585	18865.78356	60894.78067	45789.42782	6952.35497	11528.01146	23229.56112	3325.145615	50811.0884	81946.82462	51290.9469	43184.66982	63707.86299	45371.35579	27069.83634	60848.32153	2954.279581	64598.83962	578.3291995	50241.58667	14387.07324	85941.57152	18919.26557	54697.84884	61741.34064	75900.38269	13972.44958	46308.0472	36651.89226	66288.91417	27179.79675	56613.61	11150.979	35719.83214	1136.4154	33567.06231	2956.375345	6550.761427	2031.934168	810.6840649	908.1047747	15.86832772	0	26562.2961	2677.761615	10538.85045	10614.62089	40904.04701	223.0585267	21071.48768	38906.18387	5324.55432	22587.7077	50872.76569	3523.018672	1529.259864	49988.199	464.4788279	44471.19713	3493.47271	25954.71118	268.9154431	4061.435989	10661.65247	995.1537529	3077.250664	55880.60469	73375.61512	37991.93456	18304.91619	3480.826175	5208.778346	33326.18418	47600.64329	24956.03623	68.45751203	33842.60731	19910.33556	8619.647237	82891.8138	7921.184444	51865.67708	69447.67582	3586.846714	52779.25758	35948.8215
Klebsiella_quasipneumoniae	18745.07485	9834.669666	39452.13456	27677.01709	31523.06134	55761.86379	33808.12657	47042.24404	36336.40959	48635.21793	8851.693746	27936.93474	38697.97244	1675.365496	1174.814699	2786.362687	376.1090986	26881.8282	30058.14683	1088.316198	19227.35119	7006.457917	5531.871117	15821.16809	8156.220429	1006.545086	9669.893668	3550.319417	42478.2236	3517.400986	13393.17883	7955.802811	44757.61131	29175.34497	46342.94936	55232.33903	21973.23647	12259.55407	44450.16934	30506.30258	17281.69618	10862.7574	25482.28119	2177.411443	31602.50926	59705.0437	27474.42493	33614.5269	61649.9923	31335.74921	30470.94084	43791.46838	3667.993803	49023.53131	904.0847632	55990.47532	13807.18596	58210.60244	24896.56718	45544.14305	55903.73189	58755.56294	17372.77416	21677.24904	22460.78076	47681.93111	30635.20466	51455.33264	10959.84299	34595.51423	634.9480792	38037.59362	5013.147858	8752.715022	2105.033849	1130.085232	2558.092138	65.21439207	77.85681732	30120.85226	5926.889851	12700.79745	15323.0051	35425.57168	462.8231593	17796.97843	37710.26006	5072.406835	19063.48445	34756.22787	6726.196122	2695.100944	42664.2187	1085.788989	37322.94186	4382.248447	21351.88361	348.1228913	3511.42776	22283.94824	708.0745429	2790.621796	46344.36121	48921.03618	34616.76362	13465.11488	6442.236335	6651.126168	26995.4171	44277.49061	16637.8182	100.2391653	26355.60075	27214.14482	7370.065555	47849.97464	11705.96107	35981.84565	53056.62705	5336.402851	44468.12736	28774.95923
Lachnospiraceae_uncl	0	25.64959554	0	0	137.1235502	0	0	0	0	0	0	0	0	0	1.382809759	0	0	0	9.341895391	189.2711685	19.40461909	0	0	0	0	11.7670562	0	0	0	0	2.536037475	25.87035152	0	0	0	0	0	0	0	2.054319629	0	0	0	81.58770906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.685948584	0	0	0	0	0	0	0	0	0	0	0	595.8454541	0	28.13154702	0	0	0	0	0	0	2.389072476	1.808580412	0	19.81860219	8.607314279	0	0	0	0	105.3548271	0	66.18809851	0	372.8646106	0	0	0.53056268	0	0	0	0	0	0	0	42.91043642	0	0	0.604624723	0	0	0	0	0	0	0	0	0	0
Lactiplantibacillus_plantarum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.953661862	0	0	14.21728377	0	0	34.64019295	0	0	0	0	0	0	0	31.15940119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153.7730721	0	15.61087963	0	0	3.341759379	0	0	0	0	0
Lactobacillaceae_uncl	0	0	0	0	18.45200381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.634133747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.49064042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.562746192	0	186.3638538	0.065924832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillales_uncl	151.0652223	6165.044392	0	1350.681949	4983.115242	0	0	0	0	281.034152	0	116.5052542	0	15.93905848	31293.2756	84.51379106	172.7976381	280.7569729	438.8315886	37.92895806	212.8068311	261.1730589	110.4218605	0	0	1410.875518	27.63529517	2026.083267	536.3096335	1691.353448	1761.549376	137.196498	0	0	0	0	10184.49867	0	0	1.495077714	135.0199546	5181.214079	46.04458959	3816.458267	0	0	2.021071081	0	255.3182	0	2245.164689	0	168.0354518	1256.738687	10.6538483	5813.553173	171.925274	181.4590449	0	8668.446199	0	0	3.304023105	0	261.8646886	0	0	0	1618.211453	16.87135277	0	526.2433319	1753.629901	53.30981802	46.12471031	2461.228819	45.38402438	103.9421503	0	0	0	1.188138855	1043.822026	134.5801203	411.1978484	94.39677956	0	449.563282	1181.736002	0	163.3883093	1229.802186	1073.805696	126.4282943	5.911524732	104.7718039	21.38867834	205.4005003	2187.016306	2.258008975	559.6530681	45.47519442	0	0	0	0	615.1432703	372.7699339	4.25265902	0	0	13.62732639	1561.952667	0	0	0	3695.878596	973.5516446	0	0.574320065	1143.423711	1227.767479
Lactobacillus_gasseri	0	0	0	0	272.9370859	0	0	0	64.83589104	0	0	0	0	0	0	0	0	0	0	26.69611105	0.798276444	0	23.16935224	0	9.138897477	1.424123696	3670.672113	0.160647386	0	0	61.8912609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.338680776	0	18907.31146	0	0	0	0	0	0	0	0	0	241.1124831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.27814823	38.39756605	0	2833.398249	1.270082399	0	0	46.68864319	0	7.437913403	0	7.449380846	0	0.10351901	1.720048984	0	0.838384303	0.233694225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
